1
1000 100000
322 858 1
227 339 1
32 588 2
94 292 1
644 714 2
683 706 2
509 812 2
676 783 1
224 295 2
14 410 1
276 513 2
592 840 2
481 510 1
271 902 1
825 858 1
871 970 2
164 532 2
99 916 1
265 930 1
207 363 1
424 604 2
113 500 1
162 642 1
86 131 1
26 593 1
877 897 2
271 356 2
187 340 2
518 874 1
53 251 2
197 849 2
515 790 1
285 448 2
187 998 1
224 310 2
150 992 2
483 954 2
336 671 1
573 809 1
597 781 1
373 898 1
372 935 2
537 645 1
470 842 2
96 924 2
445 738 2
62 340 1
220 820 1
272 565 1
451 901 1
776 827 1
205 294 2
277 741 2
277 728 1
606 623 2
800 885 1
223 958 1
218 332 2
558 914 1
534 713 1
398 581 1
105 348 1
157 217 2
137 269 1
35 685 1
292 823 2
522 742 2
223 616 1
556 708 2
26 977 2
139 329 2
129 452 1
613 636 2
451 770 2
487 665 1
531 813 1
447 456 1
169 401 2
635 782 1
472 781 1
302 745 2
155 884 1
306 712 2
749 881 1
572 842 1
400 699 2
103 276 2
115 857 1
196 860 2
542 664 2
151 169 1
247 251 1
92 825 1
451 737 2
758 901 1
740 745 2
91 757 2
388 791 2
19 647 1
244 245 2
720 859 2
743 746 2
224 369 1
134 491 1
527 772 2
324 962 2
168 898 1
213 654 2
217 997 2
224 481 2
501 984 2
69 388 1
534 612 1
331 807 2
130 160 1
333 346 1
1 797 1
96 636 1
98 696 1
548 580 1
3 392 1
225 707 2
11 524 1
486 968 2
288 483 2
76 609 2
753 983 2
3 760 1
50 374 2
626 828 1
564 833 2
269 1000 1
408 684 2
109 274 2
429 837 1
452 914 2
816 926 2
133 378 2
35 443 1
236 882 2
141 281 2
357 924 1
205 848 1
583 836 1
578 973 1
13 49 1
240 991 2
88 828 1
257 341 1
265 483 1
308 917 2
948 991 2
88 742 1
91 600 2
192 393 2
896 976 1
613 950 1
739 903 1
413 835 2
283 350 1
72 128 2
153 808 1
281 497 1
105 536 2
195 230 2
529 734 1
372 970 1
201 963 1
142 412 1
179 262 2
252 684 1
620 718 1
484 783 1
720 778 2
339 492 1
6 263 2
691 900 2
51 387 1
285 512 1
305 849 2
888 979 1
565 961 2
305 413 2
279 502 2
102 476 2
394 820 2
247 893 1
522 614 1
299 452 2
386 734 2
214 330 1
206 276 1
273 663 2
489 991 1
194 658 2
38 688 2
14 121 2
182 256 1
514 592 1
142 180 2
720 826 2
811 950 1
11 499 1
132 353 2
511 922 1
78 306 1
123 710 2
230 435 1
324 923 2
294 361 2
604 675 2
184 633 1
929 972 1
635 774 1
175 970 2
78 984 2
565 680 2
235 983 1
308 805 1
511 546 2
177 322 2
329 506 2
270 541 2
293 542 1
244 475 2
136 791 2
415 618 1
108 287 1
31 366 1
648 938 1
464 495 2
611 997 1
427 698 1
279 335 1
32 602 1
881 970 2
238 775 1
409 599 2
690 983 2
508 830 1
768 795 2
44 221 2
19 461 2
48 977 1
204 588 2
139 778 1
166 520 1
769 966 1
146 968 2
428 496 2
344 884 2
26 717 1
421 492 2
646 810 2
327 698 2
94 141 2
582 871 1
474 970 1
349 719 2
485 768 1
5 554 2
529 898 1
226 933 2
186 619 1
596 729 1
443 902 1
662 811 2
243 989 1
190 852 1
255 492 2
125 633 2
547 875 1
364 441 2
339 435 2
123 591 2
111 976 2
69 580 2
131 877 2
75 779 2
16 875 1
186 509 2
401 530 1
346 430 2
147 482 2
351 960 1
517 824 1
78 673 1
543 596 1
138 635 1
75 817 2
483 875 1
189 317 2
104 456 1
349 997 2
589 677 2
341 618 2
68 556 2
144 570 2
131 209 1
434 542 1
533 868 1
529 897 2
702 967 1
737 817 1
296 433 2
414 600 2
126 313 2
116 140 1
795 909 2
274 562 2
237 949 2
562 876 1
95 544 2
38 308 1
625 814 2
137 207 1
26 800 2
125 155 2
21 91 2
94 940 1
153 160 1
52 722 2
536 904 2
419 427 2
262 391 2
140 803 2
588 671 1
8 172 1
307 976 2
463 684 2
28 433 2
440 640 2
446 731 2
140 209 1
375 859 1
231 616 2
924 981 2
671 814 2
403 678 2
123 422 2
132 184 2
528 794 2
710 754 1
168 246 1
694 700 1
864 909 2
665 681 2
749 905 2
334 466 2
864 878 1
505 938 1
475 513 2
199 958 2
304 637 1
407 480 1
65 526 2
80 772 1
406 465 2
54 150 2
697 931 1
280 623 2
123 684 2
732 785 1
554 599 1
731 821 2
289 577 2
407 685 1
216 807 2
83 933 1
304 876 2
13 567 1
528 581 1
379 887 2
298 968 1
721 804 1
437 740 1
240 978 2
250 755 2
358 798 1
200 989 2
422 710 1
277 467 2
506 674 1
42 765 2
672 957 1
349 470 2
378 967 1
171 766 2
289 305 2
604 867 1
337 851 2
642 846 2
26 648 2
290 305 2
228 718 1
446 742 1
157 929 2
188 669 1
421 825 1
312 386 1
235 596 1
829 842 1
432 612 2
270 820 1
709 760 2
955 963 1
305 672 2
111 930 1
217 357 2
450 755 1
706 887 1
290 737 2
156 752 2
317 642 2
674 759 1
95 822 2
390 884 1
53 579 2
111 198 2
190 921 2
52 440 2
121 533 2
922 989 2
221 592 1
666 767 2
830 934 2
861 874 2
537 548 1
153 427 2
259 533 2
475 490 1
9 384 2
238 870 2
48 725 1
183 904 2
25 75 1
700 848 2
353 437 2
16 350 1
244 945 1
519 772 1
370 938 2
658 957 1
235 311 1
252 478 2
122 294 2
394 943 1
364 959 1
377 814 2
474 969 1
125 294 1
252 516 2
927 965 1
267 550 1
109 493 2
308 882 2
421 526 2
253 524 1
281 687 2
169 553 2
629 934 2
233 847 2
223 602 1
48 369 1
157 445 1
220 614 1
104 575 1
120 180 1
85 177 1
237 594 1
304 863 2
418 556 2
691 970 1
118 130 2
236 497 1
492 658 1
12 771 2
613 934 1
280 704 1
343 619 1
43 682 2
472 983 1
378 732 1
102 529 1
469 745 2
397 799 2
304 356 1
157 857 1
247 809 1
189 863 2
659 748 2
45 983 1
433 575 1
417 911 2
86 546 1
157 915 1
444 457 1
233 319 1
244 910 2
201 657 1
519 991 2
110 861 2
181 699 1
106 735 1
386 521 2
464 497 1
724 966 2
127 831 2
68 702 2
19 664 2
680 918 1
694 950 1
388 854 2
730 926 2
2 193 1
153 406 2
334 779 2
483 586 1
154 157 1
524 925 1
611 765 1
415 526 2
25 307 1
230 820 2
261 826 1
229 820 1
353 476 2
659 880 2
299 567 2
387 870 2
36 465 2
403 758 1
735 743 1
758 817 2
791 883 2
813 898 2
22 625 2
254 661 1
664 875 1
681 824 1
122 620 2
416 721 2
464 695 2
179 758 2
91 537 1
437 464 2
137 562 2
774 805 2
347 828 2
268 516 1
32 676 1
224 855 2
207 727 1
170 226 2
435 878 2
120 764 1
252 700 2
442 840 2
156 661 1
597 753 1
670 826 2
293 308 1
448 484 1
136 150 2
650 896 2
317 702 1
556 729 1
33 773 2
9 147 1
949 992 1
12 197 1
424 436 1
114 621 1
273 384 1
55 712 2
408 720 1
139 758 2
144 560 1
39 509 2
203 936 1
28 586 2
60 838 2
702 745 1
533 770 1
678 878 1
103 140 1
243 975 1
142 954 1
172 579 1
127 674 2
408 658 2
146 406 2
346 563 2
145 519 1
286 641 1
142 329 1
219 441 2
500 942 2
42 487 2
191 371 2
334 495 2
473 899 1
100 295 1
660 822 1
811 863 1
83 121 1
585 874 1
667 818 2
258 427 1
338 386 2
184 227 2
113 544 2
234 520 1
227 853 2
42 189 2
885 892 1
340 488 1
433 632 2
713 861 2
89 332 1
699 769 2
69 595 2
150 720 1
221 989 2
398 986 2
280 963 1
290 952 2
564 671 1
21 731 2
268 840 2
373 813 2
128 870 2
26 385 1
517 657 2
681 864 1
189 946 1
528 739 2
812 870 1
601 905 1
474 994 2
91 153 2
283 907 2
57 395 2
91 683 1
107 155 2
30 217 1
661 786 2
649 686 2
764 910 1
41 752 1
465 928 1
106 856 1
286 861 1
373 436 2
117 926 2
691 982 1
184 963 2
237 940 2
43 636 2
113 323 1
540 861 2
439 668 2
68 757 1
102 288 2
258 448 2
41 101 2
184 323 1
116 914 2
258 938 1
788 856 2
10 125 1
100 359 2
844 932 1
445 459 1
76 184 1
338 583 2
510 708 1
569 715 2
563 705 2
578 752 2
267 985 1
690 801 2
305 557 1
151 727 1
72 581 1
201 254 1
100 793 2
256 956 2
104 199 1
15 357 2
663 771 2
509 997 1
352 990 1
181 757 2
371 996 1
563 574 2
611 709 1
113 517 2
72 921 1
66 441 1
61 183 1
1 283 2
480 725 1
690 985 1
295 966 1
476 783 2
177 923 2
695 800 1
444 581 2
159 370 1
201 473 2
360 561 1
367 642 2
179 388 1
555 602 1
626 702 1
227 676 1
391 714 1
342 756 2
511 858 2
29 437 1
147 557 2
330 868 1
337 606 2
195 244 2
578 613 1
394 440 2
574 708 2
437 882 1
131 783 2
427 801 1
10 602 2
104 575 2
643 817 2
373 544 1
694 703 2
443 800 1
755 899 1
267 529 1
117 535 1
119 989 2
476 499 1
209 345 1
48 108 1
307 529 2
91 928 2
356 858 2
290 716 2
149 731 2
626 936 1
416 718 1
126 813 1
590 780 1
3 174 1
681 690 2
198 205 2
633 687 2
253 288 1
853 884 2
649 831 2
249 377 2
335 979 1
394 651 1
9 308 1
398 581 2
347 865 2
712 944 2
162 191 2
172 413 2
338 997 2
430 648 1
122 504 1
225 676 1
95 441 2
817 951 1
461 508 1
145 348 2
386 917 1
128 724 2
404 886 1
920 928 1
410 426 2
544 960 2
117 910 2
592 638 2
522 650 1
824 936 1
182 608 1
55 704 2
172 241 1
552 580 1
576 611 2
358 718 2
108 238 1
323 657 2
66 616 1
802 878 1
172 543 2
209 973 1
546 698 1
317 965 1
29 367 1
147 608 2
218 659 2
263 608 1
263 377 1
130 140 2
179 698 2
344 803 2
3 882 2
36 235 2
430 725 1
365 603 2
68 502 2
829 871 2
253 926 2
565 838 2
163 485 2
504 903 2
266 771 1
257 998 1
54 718 1
230 449 2
469 503 2
502 782 2
830 940 2
82 763 2
348 961 1
71 131 2
64 394 1
362 701 1
589 680 1
295 357 2
182 800 1
314 753 2
525 886 2
75 318 2
253 947 1
30 590 2
514 682 1
287 371 1
166 261 1
204 672 1
484 489 1
177 840 1
102 455 2
119 910 1
240 581 2
720 800 2
441 813 2
734 975 2
578 997 2
212 503 2
336 357 1
580 691 2
2 813 1
193 417 2
514 796 1
279 628 2
48 492 2
609 782 2
696 911 2
581 669 1
174 781 2
515 671 2
349 690 2
785 861 1
158 720 1
332 808 2
95 109 1
552 694 2
235 868 1
281 704 2
41 277 1
37 758 2
83 605 2
189 770 1
233 487 1
301 403 1
714 879 1
691 726 1
657 704 2
145 818 2
432 754 2
176 878 1
572 871 2
612 921 2
300 925 1
289 449 1
43 371 2
769 898 1
283 341 1
88 622 1
214 785 2
706 802 2
487 727 1
369 390 1
48 703 2
214 912 2
150 774 1
518 976 2
315 718 2
158 924 2
454 742 1
181 226 1
163 292 1
5 686 1
144 655 2
254 939 1
725 916 1
543 869 2
24 389 1
173 215 2
59 73 2
870 962 1
544 591 1
290 418 1
122 815 2
299 754 2
204 608 2
687 913 2
502 706 2
81 560 2
183 219 1
33 719 2
471 566 2
492 921 2
48 211 1
76 359 2
20 114 2
71 158 1
221 477 2
544 845 1
614 710 1
671 922 2
440 716 1
102 398 1
486 949 1
744 870 2
126 438 2
312 414 2
201 754 2
754 981 2
402 680 1
161 766 1
292 957 2
273 354 2
158 745 1
712 917 1
246 396 2
567 909 1
144 251 2
739 913 2
175 620 2
528 958 2
77 570 2
68 930 1
68 451 1
221 379 2
133 146 1
475 972 1
555 592 1
81 578 2
754 921 2
599 648 2
243 455 2
575 852 1
464 590 2
315 911 2
117 452 1
532 984 1
692 953 2
345 782 1
206 984 1
368 673 2
733 919 2
137 926 1
169 346 2
171 441 2
292 469 2
179 387 2
226 840 1
653 898 1
76 593 1
376 417 1
174 255 1
777 954 1
550 684 2
337 994 2
11 669 1
54 253 1
438 657 1
656 935 1
685 760 2
96 159 1
109 522 1
49 794 2
17 648 1
275 697 2
567 964 2
575 968 1
177 470 1
255 505 1
423 758 2
832 869 1
66 841 2
102 718 2
545 636 2
262 825 1
163 207 1
215 490 1
109 668 1
442 906 2
345 399 1
42 453 2
349 456 1
331 788 1
54 613 1
425 635 1
269 404 1
125 128 1
229 323 2
137 295 1
472 937 2
127 326 1
636 893 2
454 767 1
605 700 2
427 935 1
215 462 2
140 769 2
637 683 1
547 938 1
246 277 1
201 997 2
122 180 1
831 918 2
28 51 1
803 832 2
589 870 2
307 705 2
474 712 1
418 661 1
273 680 2
367 938 2
164 661 2
795 892 1
141 191 2
78 848 2
528 683 2
213 227 1
19 228 1
453 789 2
569 631 1
493 526 2
196 676 1
167 219 1
199 692 2
47 242 2
761 992 2
677 771 2
513 624 2
326 647 1
57 440 2
417 824 2
136 642 1
695 837 1
585 781 2
49 543 2
632 998 1
302 418 1
226 484 1
84 291 2
360 675 2
69 811 1
211 948 1
587 975 1
61 100 2
297 647 2
533 653 2
48 159 2
148 159 2
207 544 2
159 995 1
64 808 1
376 471 2
539 730 1
111 329 1
179 522 2
83 818 2
355 420 2
11 764 2
280 605 2
71 508 2
252 483 2
174 975 2
682 837 2
528 950 2
211 749 1
233 523 1
884 929 2
376 655 1
436 961 1
292 373 2
304 697 2
465 760 1
44 957 2
368 668 2
357 678 2
508 546 1
136 970 2
153 242 2
301 818 1
444 610 2
12 150 2
96 582 2
47 329 1
462 486 1
138 818 1
149 162 1
30 306 2
144 846 2
122 926 1
368 684 2
583 967 2
765 848 1
749 788 2
776 925 2
215 443 1
544 856 2
473 737 2
408 719 2
266 358 2
604 743 2
15 56 2
235 967 2
118 952 1
521 721 2
261 858 1
358 958 2
290 797 2
380 983 1
127 469 1
600 960 2
34 820 1
68 384 1
146 775 1
410 833 1
58 105 1
662 693 2
651 798 2
295 675 1
139 619 1
258 561 2
705 819 2
200 880 1
130 582 2
460 467 1
122 215 1
70 260 1
782 913 1
374 379 2
870 980 1
701 753 1
464 785 1
372 622 2
807 963 1
723 858 2
641 964 2
255 863 1
128 300 1
293 378 2
103 926 1
535 728 2
284 812 1
735 813 2
460 916 1
133 306 2
473 902 2
104 946 1
813 941 1
447 941 1
290 647 1
240 539 1
332 689 2
191 432 1
83 604 2
848 862 1
589 816 1
460 768 2
34 85 2
63 633 1
492 547 1
446 591 2
449 713 1
68 601 1
232 536 1
185 521 1
360 748 1
877 985 2
182 758 2
586 877 1
411 938 1
184 502 1
519 1000 2
196 639 2
673 806 2
421 698 2
78 123 2
287 499 2
166 342 2
58 103 2
331 974 1
15 789 1
449 972 2
429 861 2
221 860 2
905 952 2
250 849 2
287 493 2
123 338 2
626 747 2
687 815 2
411 479 2
206 356 2
292 850 2
171 803 2
781 792 2
46 797 2
229 776 2
473 509 2
447 761 2
282 650 2
241 695 1
142 944 2
397 424 1
5 137 2
33 494 2
482 769 2
438 927 1
458 875 1
524 856 1
584 998 2
513 642 1
425 963 1
184 480 1
549 845 2
342 973 1
559 952 2
356 974 2
299 877 1
754 845 2
497 590 2
59 294 2
437 787 2
686 764 2
597 809 2
33 95 2
398 595 1
240 696 2
371 531 1
84 87 1
68 697 2
249 462 2
599 673 1
434 441 1
132 289 1
22 147 1
219 683 1
592 708 2
233 808 2
278 636 1
877 998 1
166 826 2
505 849 2
312 575 1
571 764 2
29 433 1
247 636 2
167 1000 2
487 876 2
458 722 2
40 78 2
555 725 2
476 908 1
236 507 1
63 719 2
775 920 2
123 370 1
708 880 2
33 584 2
287 787 2
11 883 1
101 874 1
300 807 1
696 828 1
280 573 1
64 571 1
693 995 2
388 732 1
127 388 1
107 167 2
273 392 1
417 738 2
265 916 2
473 690 1
787 819 1
559 915 2
449 681 1
200 252 1
338 469 2
88 826 2
367 421 1
208 801 2
145 724 1
515 516 2
306 318 1
498 570 2
284 741 2
78 375 2
248 910 2
372 546 1
578 949 1
179 263 2
69 484 2
567 835 1
46 423 2
14 594 2
494 740 2
18 944 2
215 718 2
385 896 2
249 784 1
313 345 1
289 640 1
232 878 1
540 825 2
608 852 2
361 706 1
393 442 2
37 115 2
294 467 1
244 447 2
132 180 1
476 606 2
62 916 2
397 955 2
715 926 2
308 806 2
364 534 1
355 561 2
289 746 1
475 981 2
14 640 2
67 837 2
109 996 1
427 936 2
164 820 2
82 689 2
360 785 2
41 955 1
135 953 2
156 197 2
330 705 2
628 796 2
720 950 2
264 908 2
476 552 2
136 777 1
502 828 2
377 417 1
364 817 1
340 753 2
30 639 2
34 692 2
399 673 2
317 611 1
163 944 2
191 329 2
253 450 1
648 822 2
246 420 2
334 963 2
279 933 1
51 901 2
599 905 2
684 929 1
819 906 2
268 513 2
563 632 2
149 648 2
368 805 1
322 672 1
624 955 2
282 930 1
127 649 1
6 192 2
29 578 1
2 341 2
91 390 2
25 68 2
75 358 2
282 521 1
397 409 2
784 969 2
30 974 1
333 366 2
326 815 2
251 832 1
108 825 2
60 443 1
912 914 2
214 285 1
146 424 2
461 586 1
113 463 1
112 689 2
663 691 2
19 705 1
214 904 2
360 368 2
124 830 1
399 569 1
446 687 1
249 255 2
495 703 1
773 952 2
708 735 1
15 669 2
111 562 2
571 642 1
468 905 1
3 659 2
722 772 1
80 157 2
842 982 2
21 889 1
243 833 1
26 908 2
304 961 2
457 996 2
177 864 1
87 310 2
239 699 1
62 335 1
138 712 2
542 661 2
207 582 1
545 970 2
252 800 2
620 759 1
342 612 1
579 616 2
609 822 2
545 698 1
361 454 2
567 647 1
36 753 2
14 49 2
816 852 2
361 767 2
228 857 2
152 339 1
16 823 2
741 967 2
144 400 1
370 791 1
36 219 1
688 762 1
264 684 2
145 405 2
562 643 1
399 981 1
415 788 1
289 862 2
140 902 2
505 632 1
530 746 1
5 358 2
564 687 2
185 740 2
969 987 2
128 927 1
315 448 1
14 826 2
647 904 1
140 478 1
233 982 2
650 745 1
439 526 1
9 319 1
532 989 1
318 373 2
179 190 2
200 284 1
647 799 1
15 886 1
352 380 2
865 907 2
400 490 2
220 348 2
181 349 2
489 926 1
376 485 2
174 828 1
552 599 2
223 512 1
153 373 2
250 430 1
616 655 1
426 780 1
520 933 1
254 463 1
145 245 1
210 677 1
278 770 1
34 808 1
56 157 1
204 617 2
651 876 1
484 901 1
27 389 2
118 586 1
5 73 2
436 762 1
369 953 2
819 833 1
435 952 1
690 769 2
534 937 1
379 446 1
56 777 1
651 769 1
507 741 2
235 988 2
230 880 2
437 803 1
40 344 1
624 709 1
8 59 2
352 845 2
341 805 1
423 885 1
403 564 2
327 527 1
179 845 2
593 892 1
42 238 1
293 415 1
287 651 1
163 663 1
142 378 1
136 319 1
142 846 1
225 794 1
95 332 2
676 909 1
904 952 1
136 355 2
447 939 2
799 938 1
26 904 2
431 981 2
63 799 1
136 896 1
17 799 2
352 627 1
454 959 2
418 923 2
34 153 2
593 809 2
674 980 2
493 593 1
390 597 1
301 384 1
10 109 1
331 768 1
512 886 2
330 585 2
21 475 1
78 652 2
401 788 2
726 962 2
290 424 1
762 829 1
571 584 1
205 290 2
618 950 2
6 753 2
100 156 2
172 840 1
336 796 1
489 565 2
349 551 1
22 256 2
205 737 1
198 928 1
592 650 2
166 459 2
858 899 2
350 991 1
334 793 1
182 573 2
539 857 2
113 582 1
204 459 1
326 376 1
507 843 1
73 420 2
201 613 2
489 907 1
306 352 1
708 800 2
249 752 1
567 985 2
226 932 1
5 235 2
421 700 2
45 833 1
33 818 2
355 555 2
377 406 1
435 766 2
876 991 2
304 783 2
4 248 2
900 915 1
412 540 2
683 854 2
302 990 2
797 974 1
384 963 1
232 373 2
506 880 2
5 482 2
399 598 1
220 403 2
246 953 2
178 905 2
342 387 2
534 964 2
182 458 2
249 866 1
244 321 1
294 927 1
331 506 1
17 145 2
45 770 1
212 733 2
667 864 1
86 749 2
124 298 2
169 578 1
456 767 1
292 370 2
435 862 1
639 673 1
574 741 2
50 211 1
732 895 1
217 302 1
216 486 1
491 644 1
219 693 2
361 965 1
112 907 2
129 284 2
249 472 1
165 561 1
67 154 1
898 962 1
652 946 1
304 411 1
207 386 2
234 598 2
279 539 1
53 88 2
793 978 1
603 976 1
523 617 1
220 412 1
65 217 2
629 766 1
122 605 1
164 579 2
280 364 1
26 661 2
72 900 1
162 820 1
675 744 2
916 959 1
169 454 1
381 478 1
332 886 2
404 466 1
227 378 1
430 498 1
146 643 2
520 734 2
741 822 1
277 312 2
431 708 1
548 678 1
119 796 2
436 478 2
640 925 2
66 559 2
108 799 2
312 324 2
300 459 2
513 560 2
17 90 2
62 403 1
503 859 2
111 368 2
231 624 1
240 720 1
575 945 2
408 700 1
609 743 2
470 723 2
586 695 1
739 955 2
370 884 2
270 606 2
328 669 1
353 488 2
52 606 2
455 714 2
458 865 2
89 952 2
689 913 1
518 598 2
3 154 1
525 591 1
25 743 1
131 518 1
85 146 2
259 315 2
142 275 1
596 878 2
574 999 1
392 567 1
366 671 2
467 953 1
251 282 1
116 211 2
957 967 1
827 952 1
118 430 2
236 627 1
64 477 2
16 420 2
159 270 2
240 807 2
152 197 1
44 498 2
509 832 1
732 867 1
216 481 1
313 676 2
290 785 2
209 990 1
189 830 2
60 410 2
83 811 1
207 853 2
346 734 2
67 725 2
248 873 1
182 636 1
181 600 1
90 313 1
111 884 2
405 505 2
192 492 1
229 696 2
217 388 1
337 950 1
294 707 1
742 768 1
72 960 2
311 337 1
498 978 2
4 657 1
444 665 1
102 135 2
368 879 1
724 818 2
689 862 2
341 512 1
446 823 1
113 555 2
98 411 2
306 967 2
373 631 1
62 189 1
550 838 2
153 265 2
640 895 1
36 156 2
379 410 1
37 523 2
378 533 2
399 677 1
68 858 2
616 798 2
114 721 2
582 981 1
669 717 2
200 241 1
336 788 2
439 562 1
688 846 1
362 450 2
26 226 2
257 827 1
189 306 2
107 580 2
234 785 2
633 895 1
431 837 2
69 283 1
521 653 1
195 918 1
913 987 2
290 656 2
105 729 2
656 854 1
694 943 1
210 737 1
764 912 1
192 782 2
457 844 1
834 968 1
621 735 2
42 198 2
484 519 2
413 729 1
26 503 1
48 184 2
149 167 1
263 659 1
143 797 1
352 458 1
108 898 1
76 246 2
57 438 2
361 581 1
900 922 1
6 618 2
797 846 2
91 685 2
55 433 2
523 600 1
595 672 1
686 765 1
70 580 2
188 601 2
885 900 2
7 571 1
559 625 1
316 564 2
493 532 2
198 973 1
661 696 2
164 814 2
425 613 2
108 451 1
518 569 2
636 827 1
299 590 2
303 837 1
85 952 1
515 907 2
493 640 1
17 976 2
41 222 2
285 954 1
231 238 2
186 787 1
214 553 2
678 728 2
200 338 1
12 509 2
394 651 2
47 70 1
118 126 1
52 933 2
202 358 1
629 965 2
392 869 2
881 905 2
519 869 1
308 993 1
432 733 2
149 917 2
188 765 1
342 835 2
105 581 1
15 75 2
320 792 2
229 303 2
12 929 1
223 259 2
269 867 2
718 760 1
3 670 2
18 438 2
42 89 1
272 742 1
126 554 1
504 790 2
223 359 1
329 422 2
369 862 1
98 811 2
255 496 1
27 293 2
400 539 2
379 531 1
740 772 1
184 922 1
234 254 1
309 768 1
352 430 2
344 858 2
204 893 1
59 232 1
792 937 1
14 776 2
238 518 1
276 532 1
360 747 1
879 916 1
703 858 2
62 967 1
13 477 2
309 574 2
149 205 1
287 900 2
385 952 1
761 871 2
118 685 2
385 879 1
129 811 1
32 357 1
628 772 2
135 435 1
68 352 1
175 468 1
219 749 1
14 948 1
421 613 2
164 712 1
334 438 2
207 961 2
424 453 2
257 615 1
515 857 1
210 518 1
632 665 2
71 299 2
146 964 2
487 773 1
495 882 2
491 869 2
252 466 1
715 969 1
120 966 1
435 643 1
537 950 2
74 690 2
141 950 1
104 113 1
623 633 1
925 970 1
191 411 1
495 729 2
221 936 2
149 698 2
85 754 1
543 795 1
260 490 2
207 215 1
275 308 2
139 392 1
398 978 2
336 411 1
711 805 1
204 229 1
40 608 1
798 817 2
318 353 1
33 988 2
106 283 1
755 767 1
900 942 1
101 153 1
362 889 1
421 606 2
522 740 2
75 923 1
9 359 2
514 673 2
697 830 2
457 954 2
52 63 2
311 565 2
163 428 1
260 697 2
209 249 1
49 559 1
664 848 1
63 256 1
251 839 2
124 868 2
573 975 1
64 381 2
20 658 1
249 847 1
138 149 1
205 964 1
174 324 2
325 739 1
186 302 1
801 970 1
456 595 1
309 353 2
162 909 1
505 676 2
136 401 1
373 626 2
275 557 2
291 940 2
313 693 2
160 564 1
573 853 1
685 977 1
352 493 1
289 475 1
256 356 1
15 516 2
445 958 1
307 709 1
155 386 2
439 803 1
164 562 1
492 893 1
655 980 1
328 481 2
116 276 1
212 642 1
73 236 1
473 646 1
634 951 2
513 879 2
658 971 1
746 844 1
302 440 2
468 616 1
225 400 2
57 707 1
644 770 1
634 951 1
13 20 2
71 661 2
258 843 2
277 827 1
494 507 1
782 907 2
747 862 1
296 898 2
103 224 2
674 708 2
778 849 2
445 805 1
252 284 2
464 743 2
333 699 2
313 855 2
215 377 2
506 909 2
523 892 1
206 560 1
288 322 2
416 717 1
106 310 1
279 867 2
301 640 1
279 409 1
190 222 1
177 368 2
251 266 1
53 263 2
256 975 2
538 803 1
680 988 2
621 757 2
4 94 2
277 859 1
387 556 2
340 882 1
588 877 2
169 574 1
866 981 2
598 868 1
351 722 2
37 598 1
375 961 2
433 661 1
186 361 2
196 848 1
68 832 1
252 661 1
717 965 1
223 729 1
538 917 2
63 311 1
512 579 1
221 903 1
103 895 2
359 661 2
167 754 2
288 677 2
733 985 1
15 695 1
233 459 2
213 975 2
97 700 2
642 849 1
504 544 1
71 514 1
269 389 2
197 755 2
560 860 2
257 565 1
448 686 1
553 888 2
7 699 2
364 581 2
674 981 2
264 541 2
260 359 2
727 837 1
272 567 1
281 564 1
183 224 2
107 362 2
339 626 1
521 952 2
3 114 1
367 456 1
215 585 2
768 821 1
490 991 2
330 592 2
345 509 1
484 720 2
585 627 1
41 113 1
221 312 2
530 808 2
425 559 1
678 971 2
282 719 1
884 998 2
253 692 2
726 965 1
86 836 1
209 329 2
7 181 2
62 497 2
338 713 1
96 543 2
275 305 2
611 625 2
361 656 2
479 831 2
659 778 2
124 869 2
167 332 2
293 879 1
619 780 2
694 1000 2
290 346 1
157 866 1
392 865 2
317 357 1
428 919 2
398 607 2
470 532 1
78 609 2
248 854 1
318 929 1
139 260 1
662 890 1
237 319 1
80 992 2
76 463 1
769 858 1
293 821 1
125 852 1
244 350 2
296 639 2
82 583 1
267 345 1
675 705 2
461 477 1
302 530 1
369 842 1
372 830 2
497 993 1
95 595 1
109 538 2
135 688 2
314 594 2
91 731 2
108 714 1
370 766 2
846 877 2
517 574 1
561 658 2
85 174 1
207 616 1
14 238 1
518 660 2
250 568 2
407 956 1
192 723 2
607 726 1
40 479 2
710 994 2
284 430 2
407 899 1
588 665 1
533 919 1
37 952 2
30 871 1
346 952 2
841 894 1
219 314 1
84 697 1
503 741 2
17 461 1
577 686 1
276 552 2
518 624 2
355 929 2
102 188 1
525 973 2
627 974 1
477 834 2
648 908 2
50 722 1
172 534 2
14 134 1
380 595 2
659 889 2
715 985 2
99 303 2
350 644 1
151 367 2
45 937 2
196 905 1
44 323 2
595 865 1
193 542 2
421 500 2
517 572 1
51 612 2
108 857 2
108 897 1
82 829 1
190 733 2
236 567 1
323 783 2
295 580 2
825 907 1
109 250 2
565 795 1
650 772 1
216 727 2
71 642 2
504 752 1
15 655 2
278 316 2
335 969 2
550 705 1
571 600 2
40 217 1
118 618 1
51 577 2
300 458 1
617 962 2
896 959 1
35 874 2
543 816 2
105 913 1
112 486 1
73 105 1
173 358 1
108 463 2
308 438 1
100 480 1
774 932 2
542 598 1
417 609 1
630 722 1
349 581 1
254 370 2
497 522 1
393 746 1
486 581 2
741 855 2
321 836 1
527 862 2
937 967 2
271 607 1
804 841 2
89 457 2
249 439 1
95 252 1
32 98 2
281 331 2
335 879 1
915 959 2
194 390 1
330 416 1
11 863 2
132 263 2
